72 232
2 4 3
9 16 1
4 13 3
9 19 3
6 14 2
1 11 2
4 8 1
8 15 3
6 8 2
10 12 1
8 14 1
11 16 3
6 17 2
2 15 2
5 19 2
3 18 2
2 6 1
4 18 1
5 16 2
2 8 3
7 15 1
1 9 2
10 13 2
12 19 1
2 14 3
3 13 1
6 16 2
4 19 3
4 5 2
3 16 2
2 18 1
6 9 1
3 19 2
7 10 3
3 8 1
2 10 3
9 12 2
16 18 3
10 19 1
8 19 1
11 19 3
1 14 2
15 19 3
15 16 2
2 16 2
6 15 3
12 17 2
7 14 2
14 18 2
14 17 3
2 12 3
5 6 3
1 18 2
67 273
36 43 1
52 61 2
10 12 3
30 46 3
5 17 1
27 36 1
38 60 2
25 44 3
47 55 3
14 56 1
7 35 1
1 61 1
2 21 3
10 33 3
14 15 3
18 51 3
42 52 1
21 27 2
10 39 2
15 17 3
38 67 3
39 50 1
55 58 1
29 36 1
22 50 1
4 18 2
30 38 1
21 36 2
6 22 1
38 63 3
20 66 3
56 58 1
1 23 1
6 26 2
27 37 3
29 39 3
8 30 2
19 49 3
35 51 2
18 39 1
7 25 2
3 66 2
33 62 3
15 33 2
13 42 3
49 65 1
20 40 1
44 46 1
9 50 2
41 45 2
28 65 1
10 47 1
27 51 2
42 56 2
49 56 1
28 36 1
10 18 3
58 60 3
8 9 2
14 18 2
11 40 1
34 58 2
38 56 1
37 47 2
6 61 2
43 56 1
50 56 3
9 40 2
17 58 1
21 50 1
39 43 1
16 48 2
25 37 2
21 32 1
3 57 2
47 60 1
14 21 2
18 38 3
12 58 3
52 58 3
5 39 1
45 46 2
8 66 2
22 54 2
4 26 3
16 49 3
18 30 1
60 63 2
1 24 2
24 49 2
8 51 1
1 10 3
9 12 3
20 25 1
27 30 1
39 62 2
30 51 3
29 59 3
33 58 1
5 47 2
28 51 3
17 65 2
16 42 3
22 48 2
30 42 3
29 66 1
46 63 3
2 48 1
16 34 2
12 18 1
37 53 1
34 61 2
63 64 1
2 19 1
26 34 2
41 44 3
30 60 1
30 59 2
13 46 3
45 57 1
35 42 1
3 11 1
25 40 3
7 33 2
23 36 3
6 19 2
2 9 3
29 32 2
8 23 2
31 44 1
34 62 2
23 56 2
19 30 3
6 67 2
22 63 3
1 25 2
36 59 1
12 13 3
39 54 2
41 63 1
24 63 3
12 66 3
19 66 2
14 36 3
58 62 1
13 55 1
25 67 3
48 60 2
41 49 3
12 32 3
2 67 3
7 11 3
11 32 1
1 2 2
23 59 2
42 60 3
13 64 1
5 36 1
14 46 1
7 42 1
38 46 3
54 57 1
9 43 2
30 32 2
17 49 3
6 41 3
2 38 3
9 18 2
2 39 1
29 48 2
33 39 2
2 17 1
31 48 1
34 57 1
6 18 1
31 32 3
24 28 3
23 46 2
50 62 1
51 62 1
10 54 3
10 24 1
16 51 3
44 49 2
34 36 3
20 37 2
12 54 3
31 53 2
18 41 2
27 41 2
30 41 2
29 65 3
25 60 1
8 19 3
11 12 2
11 55 2
7 27 1
22 29 1
36 57 1
1 21 1
36 40 1
54 67 3
8 18 2
56 65 3
32 46 3
19 32 3
4 27 1
21 37 1
4 32 1
34 49 3
47 54 1
14 19 2
48 64 2
21 34 1
43 51 1
27 53 3
49 52 2
10 29 3
41 52 3
43 65 3
20 50 3
39 46 2
19 42 2
8 24 2
12 59 2
6 63 2
15 22 3
34 50 2
26 50 1
27 45 2
14 52 1
52 57 1
9 49 1
1 58 1
6 31 1
6 34 2
15 30 2
27 52 3
4 60 2
39 44 2
15 61 2
14 42 3
32 45 1
5 64 3
50 52 3
57 59 2
7 50 3
16 65 2
1 17 1
15 55 3
14 17 3
4 41 1
43 49 1
26 65 1
12 47 1
29 64 2
11 48 2
19 57 3
10 17 3
6 11 3
15 63 2
46 57 3
18 48 2
4 50 1
23 24 1
18 24 3
25 57 1
2 8 2
54 62 1
22 38 3
46 61 3
45 50 1
26 58 3
60 118
41 57 2
37 39 2
19 49 2
32 36 3
38 39 2
14 57 3
19 51 3
12 56 3
34 41 2
51 54 2
23 44 1
17 51 2
10 26 1
22 40 1
19 38 2
12 25 1
16 45 1
39 60 2
34 37 1
6 31 2
19 59 2
32 33 1
1 56 2
28 48 2
27 49 1
27 29 3
21 52 2
15 32 2
31 52 2
23 38 3
30 54 3
31 57 1
33 60 1
17 45 1
27 30 3
6 22 1
12 42 2
7 57 3
13 59 1
36 58 1
1 9 1
13 48 2
4 49 2
14 39 2
4 5 3
10 16 1
23 37 2
4 29 2
3 28 2
14 20 2
2 29 3
42 46 3
47 53 2
8 39 2
21 38 2
4 33 3
1 29 2
5 11 1
7 16 1
23 43 1
31 47 3
11 50 1
20 54 3
18 56 3
36 52 1
12 30 1
16 51 2
3 8 2
30 44 2
24 51 2
15 22 2
19 41 2
4 25 2
24 36 3
6 58 2
2 22 3
19 43 2
29 33 3
25 51 1
34 58 2
34 35 2
5 46 1
7 12 3
5 47 1
1 31 1
13 46 3
29 38 3
11 13 3
16 49 3
1 39 1
3 58 2
41 45 1
1 58 2
4 56 3
8 20 3
25 36 2
32 54 3
2 38 2
31 49 2
39 50 2
5 55 1
48 51 2
42 57 3
28 33 2
37 45 1
37 49 1
27 35 2
22 31 1
8 51 1
7 29 1
19 56 2
9 39 3
10 48 3
21 31 2
41 48 2
51 53 3
9 33 3
30 41 1
92 390
49 50 3
11 58 2
33 40 3
4 16 2
26 52 1
22 24 2
54 76 3
7 15 3
12 46 1
3 88 1
15 25 3
17 41 2
73 82 1
28 69 1
19 84 2
21 81 3
2 85 2
48 53 1
16 83 3
9 85 1
49 80 1
73 85 1
10 80 1
63 75 1
55 66 1
7 55 2
7 80 2
32 54 3
40 55 2
56 84 3
16 81 2
52 85 2
23 37 2
75 83 2
22 90 1
21 75 1
55 69 1
29 81 3
42 74 3
19 62 2
62 88 3
22 91 2
16 92 1
16 62 2
31 76 2
24 31 1
19 26 3
29 74 2
57 58 1
4 44 2
3 23 2
6 73 1
27 66 3
36 57 3
50 65 3
54 79 3
9 67 2
39 43 2
29 55 1
21 79 2
36 68 2
8 92 1
25 73 1
13 40 2
35 49 1
2 76 3
58 89 1
22 56 2
23 78 3
12 71 3
40 77 1
39 79 3
7 29 1
60 72 1
27 46 3
26 89 2
19 46 3
45 70 3
13 49 1
15 82 1
17 26 3
4 35 1
33 79 3
5 91 2
28 50 1
15 42 3
18 69 3
26 42 3
38 61 2
13 15 2
31 66 3
29 51 1
49 89 3
30 91 1
30 63 1
13 41 2
19 75 1
46 79 1
83 85 1
40 49 3
22 83 2
6 27 2
12 19 1
37 48 1
33 41 3
42 66 1
41 74 2
45 72 3
41 65 3
12 17 2
1 21 1
7 33 2
47 74 3
4 14 2
43 70 1
33 44 2
7 10 3
52 90 2
35 82 1
8 38 3
46 69 3
15 75 2
12 59 2
16 18 2
53 89 2
45 86 3
68 70 2
61 67 3
17 28 1
36 77 1
9 35 3
34 50 3
15 40 2
22 45 3
64 80 1
6 11 1
64 92 1
32 38 2
4 12 3
18 62 2
44 68 2
10 36 2
19 83 1
6 37 2
47 50 1
54 69 2
39 53 3
30 54 1
28 77 1
25 39 1
51 90 3
18 21 3
9 24 1
2 50 2
77 91 2
41 68 2
45 57 2
58 60 2
16 52 2
42 77 2
17 58 3
19 55 2
28 72 2
7 28 3
7 52 1
63 82 1
8 63 3
3 25 3
19 53 1
30 71 1
36 50 1
20 92 3
37 82 3
56 73 1
29 92 1
42 82 2
69 71 2
6 52 2
56 66 2
20 54 1
26 37 3
38 90 3
80 84 3
60 65 2
9 13 2
24 67 2
25 26 3
23 27 3
6 51 3
81 83 3
33 85 1
11 14 2
22 26 3
18 87 1
68 85 1
50 73 3
68 80 3
9 91 1
12 73 1
20 32 2
36 52 1
50 79 2
40 74 3
64 89 1
62 87 3
33 54 1
20 77 3
26 41 1
10 48 2
28 43 3
6 91 2
74 88 1
54 70 3
66 85 1
55 92 1
16 76 3
26 69 1
9 55 1
5 12 3
37 61 2
26 48 2
5 22 3
68 92 3
5 71 2
1 92 1
11 44 1
35 63 3
28 76 1
45 88 1
69 70 2
17 27 1
41 80 1
66 86 3
38 80 3
3 12 3
38 91 1
39 75 2
38 46 2
22 28 3
54 89 1
86 89 3
34 92 3
5 42 3
42 90 1
2 56 2
40 83 1
1 19 3
38 70 2
5 66 3
57 87 2
15 30 2
54 74 2
33 70 1
20 31 1
22 66 3
24 55 3
24 46 2
5 35 1
54 65 2
61 86 3
61 77 2
6 86 3
27 54 1
25 31 1
4 46 3
9 52 3
45 74 1
15 58 1
72 90 1
34 44 3
45 71 3
59 82 3
70 76 1
1 46 3
76 86 1
37 58 2
1 20 2
3 27 3
10 16 2
54 75 1
15 87 1
17 78 1
62 71 1
11 17 3
16 69 1
67 80 1
24 62 1
44 85 1
37 45 1
27 51 3
57 84 1
14 77 3
7 84 2
13 14 1
17 66 1
65 67 3
38 56 3
58 87 2
42 63 2
70 72 1
32 87 2
84 87 3
28 81 1
12 64 1
52 57 2
4 89 1
8 56 2
28 62 1
2 32 2
24 83 3
14 26 3
56 85 3
72 86 3
16 20 2
50 77 3
5 77 1
51 54 3
31 60 2
32 75 1
17 60 3
25 60 1
33 91 2
60 80 2
10 76 2
21 86 2
79 91 2
24 72 2
25 77 2
46 62 2
8 27 1
39 85 3
47 80 3
13 62 1
44 57 1
90 91 1
41 79 2
46 63 1
37 79 2
62 70 3
32 90 3
23 47 2
16 39 3
58 83 3
19 63 1
20 42 1
26 72 3
2 22 1
60 77 3
9 81 1
24 90 3
33 76 1
46 84 2
15 61 2
4 70 2
19 68 1
32 55 3
3 36 3
67 87 3
11 61 3
64 86 1
78 84 1
3 18 1
25 87 2
59 62 2
39 67 3
7 44 2
3 75 1
80 89 1
14 79 1
45 54 2
10 61 1
8 62 2
49 70 1
55 72 3
27 68 3
47 81 2
33 77 1
41 48 1
18 75 3
36 38 2
32 51 3
7 91 3
10 29 3
64 76 2
44 47 3
53 85 3
6 18 2
25 50 1
75 86 1
82 85 1
15 72
2 4 1
5 12 2
3 5 2
2 10 2
6 14 2
1 13 3
6 10 3
6 11 2
4 10 3
8 14 3
9 15 1
1 2 2
6 7 3
12 13 1
7 12 3
3 15 3
11 14 1
8 15 1
7 15 3
5 9 1
1 8 3
5 10 3
4 5 1
7 8 3
1 10 1
3 4 1
5 13 2
6 13 1
7 11 3
5 8 2
1 6 3
14 15 2
2 3 3
12 15 3
3 10 1
6 12 1
12 14 2
4 9 1
5 15 3
1 14 3
3 11 3
9 12 1
8 12 1
10 14 3
5 11 2
4 6 3
10 13 1
9 14 1
5 7 1
3 8 3
13 15 2
8 13 3
13 14 3
4 8 1
4 13 1
1 4 3
11 15 1
6 8 1
1 12 2
1 9 2
8 9 3
10 15 1
4 7 3
6 15 2
4 14 2
8 11 1
7 10 3
7 13 2
10 12 3
1 15 3
4 15 2
11 13 1
48 138
10 17 1
14 45 1
8 36 3
37 45 3
2 32 1
11 24 3
29 42 1
17 26 3
39 47 2
19 20 2
8 39 1
27 39 1
15 43 3
15 46 1
25 48 1
1 11 2
31 34 1
9 42 2
41 43 3
5 36 2
35 40 2
9 37 3
31 41 1
30 45 3
16 48 3
29 41 2
12 13 1
21 47 1
7 47 2
9 10 3
17 32 3
28 40 1
21 45 1
17 36 2
5 35 1
9 44 2
17 27 2
10 12 1
5 23 3
7 13 1
16 30 1
20 43 3
10 24 1
25 43 3
26 38 3
12 39 3
19 43 1
23 30 3
37 46 2
8 13 3
13 14 3
20 41 2
3 43 3
10 28 3
3 11 2
6 21 3
16 18 2
19 42 1
20 34 3
4 24 2
26 42 1
19 46 3
4 18 3
7 40 3
12 18 3
34 39 3
20 35 3
11 25 1
30 31 2
17 19 1
25 36 3
3 21 3
13 38 1
8 11 2
33 48 1
31 47 1
30 42 3
24 42 1
12 36 2
16 33 1
28 35 1
7 37 3
9 17 1
36 42 3
5 33 3
29 37 1
7 42 2
30 37 1
29 33 1
12 28 1
7 10 3
16 45 1
10 23 2
29 34 2
3 23 3
1 37 2
19 30 2
19 23 3
5 40 2
20 21 1
9 48 1
23 25 2
2 12 3
11 22 1
29 47 1
25 42 3
10 14 2
13 16 3
39 44 3
5 27 2
22 45 2
14 21 1
18 43 3
36 40 3
14 39 3
38 44 1
1 9 1
41 42 1
12 32 1
38 47 2
5 26 2
3 48 2
45 48 1
19 34 1
5 21 1
28 39 1
2 27 3
18 20 1
15 28 3
9 21 3
14 37 3
24 36 2
41 48 3
4 20 3
1 12 1
33 38 3
34 43 1
10 31 2
6 10
1 4 1
5 6 1
3 5 2
1 2 2
2 6 3
3 6 1
1 5 2
2 4 2
4 6 3
3 4 3
25 47
5 13 2
13 24 1
2 25 3
9 21 1
12 23 3
4 18 3
13 14 2
17 18 2
2 21 3
6 22 3
1 5 2
7 19 1
1 13 1
2 19 1
10 20 2
5 19 2
3 12 2
8 20 2
5 16 1
3 8 3
7 16 1
3 19 3
12 18 2
23 25 2
21 23 3
11 15 1
6 11 2
9 14 3
3 15 2
4 22 1
24 25 2
2 24 1
2 8 2
16 25 1
3 14 2
12 13 1
10 25 1
10 13 1
9 12 3
7 11 1
7 20 2
2 10 2
8 10 3
1 17 2
5 23 3
2 20 2
9 15 2
50 217
11 49 1
32 38 2
11 29 2
36 43 2
3 11 3
2 8 1
4 29 3
20 49 3
16 24 1
26 47 2
9 38 1
12 35 2
25 45 1
23 36 3
3 27 1
45 50 2
26 30 2
13 42 3
45 48 3
13 44 3
14 33 2
9 19 3
23 24 3
36 40 2
12 38 3
8 21 1
15 47 2
21 29 1
38 49 1
10 42 1
28 38 2
8 29 1
19 23 2
33 44 3
31 41 1
3 9 2
3 4 1
2 21 2
27 28 2
1 50 3
30 47 1
16 39 3
44 46 1
22 41 1
9 23 3
11 18 3
33 42 2
15 24 2
9 37 3
7 47 2
1 44 1
9 50 2
19 32 2
16 45 1
15 40 2
24 25 2
3 26 3
13 41 1
27 35 1
37 47 3
25 43 1
14 28 2
9 22 3
24 33 3
44 50 3
7 41 3
30 40 2
4 33 1
16 47 1
10 19 1
23 26 1
22 29 2
22 47 2
31 34 3
36 44 1
2 50 2
13 18 3
5 47 3
13 20 2
4 19 2
6 41 1
7 11 2
2 14 2
28 37 1
33 38 1
14 47 1
37 40 1
7 28 3
3 10 1
30 35 1
32 44 1
16 23 2
1 16 2
4 42 2
14 35 2
18 31 2
7 13 3
6 15 3
23 41 1
29 32 2
4 17 2
19 44 3
37 44 2
21 40 2
4 13 2
40 44 1
2 19 3
4 20 2
9 10 2
15 31 2
22 26 3
31 44 2
20 27 1
4 37 1
16 29 3
27 30 3
25 27 1
32 50 1
30 36 2
21 27 3
30 39 1
41 45 2
47 50 2
32 35 2
36 38 1
4 45 3
6 35 2
3 46 2
9 17 3
3 17 2
24 29 1
8 15 2
16 41 1
15 44 3
15 20 1
12 50 1
16 37 3
1 5 2
15 26 2
17 29 2
23 37 1
6 28 1
12 18 1
29 36 3
13 26 3
7 38 2
35 47 3
25 35 3
30 49 1
21 37 3
11 47 1
26 50 3
14 17 1
10 30 1
12 28 3
24 39 1
9 42 2
29 44 2
28 44 3
10 25 2
20 42 1
17 48 1
18 27 3
33 50 2
6 18 1
34 43 1
23 33 3
42 46 3
3 12 2
10 31 3
18 44 1
15 33 3
24 41 2
24 49 3
14 18 2
23 25 2
7 14 1
20 39 3
1 24 3
3 43 3
20 37 1
1 26 2
13 38 1
15 34 1
29 38 3
12 37 3
13 48 1
6 37 2
30 50 1
27 32 2
1 35 3
35 39 1
21 23 2
8 45 3
13 29 3
20 31 2
9 44 1
30 33 1
3 34 1
19 48 3
18 43 3
24 46 2
38 40 3
12 16 2
7 22 1
31 45 3
1 47 3
10 49 1
27 29 1
11 24 3
12 34 1
6 49 1
12 15 3
9 29 3
19 29 2
3 50 2
26 49 2
95 57
30 60 2
19 54 1
1 27 2
85 88 1
45 87 1
89 90 2
3 41 2
17 67 1
32 39 2
41 78 3
45 71 1
47 81 2
10 85 1
15 60 1
41 48 2
3 32 3
15 49 1
1 11 2
26 92 1
32 65 3
40 83 1
28 42 1
2 59 3
42 90 2
80 94 2
51 91 2
68 79 2
20 49 2
25 63 1
36 72 1
13 91 1
9 37 3
32 62 3
8 95 2
58 79 1
7 31 1
26 93 3
31 62 1
66 93 1
17 38 3
35 77 3
2 39 3
7 38 1
2 75 1
78 91 2
80 85 2
64 75 2
71 94 3
59 73 1
13 53 3
48 83 1
38 62 3
13 79 1
4 56 1
51 55 3
1 48 1
65 82 1
25 125
19 20 2
5 11 1
11 15 1
2 12 3
14 18 3
6 10 1
15 22 3
5 16 2
9 24 3
5 9 2
13 22 3
10 12 3
4 5 2
18 22 2
16 18 1
3 6 1
5 17 2
3 24 2
4 17 3
2 14 3
10 19 1
5 15 2
12 13 1
6 24 1
8 24 1
21 22 1
16 21 2
11 14 2
3 22 1
10 13 3
8 23 3
9 11 1
9 25 2
6 13 3
1 13 3
5 14 1
7 18 1
10 22 2
3 25 2
8 19 3
9 16 2
4 9 2
3 16 1
5 21 3
15 25 2
8 21 3
14 17 1
11 21 2
17 24 1
12 23 2
7 9 2
1 12 3
22 25 3
15 19 2
6 9 1
16 25 3
2 4 2
12 22 1
4 11 2
17 23 3
10 25 2
1 18 1
11 25 2
8 16 1
1 25 1
19 25 1
7 21 3
23 24 1
7 22 2
11 24 2
14 21 1
5 24 1
14 15 1
8 14 3
17 25 2
5 7 1
2 16 1
1 16 1
6 14 1
18 21 1
6 17 1
6 20 3
12 20 2
14 20 2
4 20 1
18 25 2
15 24 2
2 23 2
2 19 2
8 17 1
22 23 2
11 13 2
10 23 1
3 13 1
7 19 2
12 15 2
21 23 2
4 6 1
10 21 1
9 21 2
14 24 2
3 23 1
6 7 3
4 24 3
14 22 3
9 20 3
3 17 2
7 10 1
4 12 1
10 14 1
6 15 1
12 19 1
1 5 3
2 6 3
9 12 3
1 14 2
9 14 1
6 21 1
4 14 1
5 13 1
16 24 3
2 15 2
13 14 1
9 22 1
8 18 2
2 1
1 2 1
84 22
39 50 2
42 49 1
25 43 2
17 52 2
9 39 2
7 70 2
5 78 2
14 52 3
22 44 3
7 23 2
58 69 2
2 23 2
78 83 2
2 27 2
22 24 2
27 54 2
16 77 1
1 57 3
5 16 3
13 36 3
23 26 3
1 24 3
44 13
14 25 2
24 38 3
21 41 1
6 17 3
9 33 2
11 35 3
14 43 1
30 42 3
10 41 3
11 38 3
2 11 3
22 26 2
5 13 2
80 335
5 58 3
25 54 3
59 73 3
53 58 3
71 76 2
24 51 2
4 16 1
5 23 3
13 76 3
30 62 3
59 77 3
9 67 2
8 32 3
16 54 3
7 46 2
37 59 1
48 54 3
10 16 2
32 60 3
27 34 2
37 53 1
27 32 2
4 62 2
55 63 1
13 60 1
8 71 2
44 52 3
16 48 3
27 74 1
5 63 2
35 74 3
38 40 1
20 73 3
43 44 2
13 17 3
11 62 2
7 21 1
61 62 1
5 34 3
15 72 1
15 35 1
17 40 2
32 67 2
4 72 1
54 69 2
24 71 1
53 62 1
20 41 3
21 58 1
23 25 1
10 54 1
44 59 2
19 27 3
9 32 1
9 45 3
7 61 2
4 9 1
10 57 1
7 45 3
1 57 1
47 56 2
3 13 3
60 66 3
17 60 1
29 74 2
20 31 2
47 59 1
14 24 3
59 69 3
1 76 3
34 65 2
19 54 2
11 78 3
22 71 2
72 73 1
14 61 3
16 23 1
15 51 1
3 42 3
9 22 1
61 76 3
48 61 3
35 79 3
53 76 1
58 63 2
14 67 2
10 51 2
26 67 2
1 50 1
13 77 3
9 17 1
42 50 3
24 62 3
24 72 2
27 75 3
19 69 3
58 70 2
15 68 3
60 64 1
6 15 2
3 70 2
19 23 3
37 39 2
12 41 2
22 30 2
50 75 2
31 61 3
54 75 2
54 67 1
20 71 3
14 79 2
76 77 1
37 65 3
18 53 3
67 70 3
62 77 1
60 63 3
24 29 3
29 46 2
55 68 1
13 56 2
47 61 3
24 27 1
5 64 1
39 74 3
15 59 3
1 37 3
51 77 3
9 37 2
2 16 1
25 67 3
23 42 3
3 33 1
40 70 3
65 69 1
52 63 1
19 28 2
63 77 1
7 37 2
31 37 3
4 54 1
25 45 3
15 31 3
26 66 2
31 75 3
16 18 1
13 55 1
66 77 3
37 47 2
10 42 3
42 44 2
6 75 1
50 66 3
38 78 3
7 23 1
42 62 3
48 69 3
56 76 2
30 48 1
37 43 3
19 72 2
6 10 2
20 57 2
7 63 2
7 43 3
11 28 3
22 48 2
38 45 1
2 47 2
45 73 3
48 63 2
6 49 2
10 38 2
9 53 2
26 79 1
43 75 3
20 58 1
25 47 2
13 30 2
4 40 2
29 76 1
55 58 3
40 49 2
40 52 1
39 64 2
13 21 3
20 75 3
20 45 3
14 49 1
51 52 3
19 22 3
11 25 1
33 74 1
58 60 2
30 70 1
52 76 2
46 67 3
49 53 3
48 50 1
50 71 1
27 52 3
31 69 2
26 68 1
39 60 3
16 74 3
18 58 1
2 69 1
3 55 1
2 4 1
39 40 3
21 56 2
11 24 3
42 51 1
56 57 3
21 24 1
28 69 3
21 26 1
13 34 2
36 56 1
36 57 1
18 71 2
1 16 3
26 39 1
35 59 1
3 56 3
52 69 3
22 67 3
8 76 3
19 77 1
8 66 3
2 32 3
25 52 3
27 37 1
68 73 2
40 79 3
55 74 1
30 45 3
8 25 3
46 55 2
33 46 2
32 74 3
42 43 3
8 80 2
56 79 1
9 78 2
16 78 2
29 57 3
3 75 2
25 31 3
46 70 2
39 51 2
8 64 2
55 71 1
30 37 1
21 30 3
15 26 2
2 8 2
49 63 2
30 42 2
21 37 1
35 41 1
38 70 3
39 79 3
26 56 1
46 65 3
8 37 3
13 49 1
36 54 2
3 20 1
57 60 1
66 73 1
6 44 3
21 70 1
68 80 1
18 55 1
35 64 1
10 79 1
20 44 1
4 25 2
37 57 1
30 77 1
34 55 1
1 72 1
35 73 2
22 79 1
21 55 2
38 61 2
14 20 2
17 27 2
8 77 2
7 25 3
18 60 1
50 67 3
20 46 3
47 69 2
11 12 1
12 52 1
16 55 3
11 38 1
2 61 2
9 41 2
28 64 1
44 68 3
3 23 2
45 55 3
2 27 1
10 49 1
60 71 3
23 61 2
51 56 1
5 56 1
2 12 3
49 57 2
31 62 3
17 55 2
35 61 3
22 62 1
38 59 2
42 52 1
20 42 1
12 20 1
53 74 1
20 53 1
56 74 1
5 29 2
4 38 1
42 77 1
8 79 2
41 76 3
27 41 1
16 64 3
8 45 1
39 71 2
36 70 3
29 71 3
54 213
6 17 1
7 46 2
26 49 3
2 40 1
32 54 1
22 39 3
23 45 3
36 38 1
19 41 3
11 18 1
32 45 1
1 39 1
6 30 3
25 43 3
32 46 1
7 34 1
22 41 2
14 54 1
34 39 3
20 38 2
10 29 2
19 46 3
17 48 1
20 47 3
41 54 3
29 34 2
3 10 2
14 28 1
17 23 2
4 47 1
11 27 2
45 46 3
1 20 3
10 27 2
24 53 1
12 29 2
4 49 1
23 25 3
19 39 3
10 45 3
44 52 1
6 20 2
41 48 1
9 10 1
39 41 1
47 51 1
3 38 1
14 47 1
8 51 1
2 20 3
29 52 1
25 33 3
20 46 3
6 29 3
18 47 2
19 30 3
11 24 1
9 20 1
21 31 3
2 24 1
29 54 3
2 51 2
22 48 1
5 10 1
3 7 1
16 54 2
32 33 3
14 19 2
14 44 2
8 29 1
4 31 1
30 52 3
8 11 1
16 28 2
40 44 3
22 38 1
21 27 1
5 38 2
20 45 3
5 30 3
7 14 1
4 53 1
13 32 3
21 46 3
26 38 2
16 51 3
1 34 1
35 38 2
20 35 3
2 21 3
9 30 2
22 50 1
23 43 3
7 50 1
16 36 1
16 25 3
17 54 3
47 48 3
29 42 2
13 42 2
6 12 1
40 51 3
35 48 1
10 23 1
4 45 2
39 50 2
36 43 1
14 49 2
13 46 1
27 28 2
14 20 1
28 51 2
44 49 3
7 26 1
21 45 2
32 52 2
12 35 2
33 48 1
46 50 2
34 49 3
13 28 3
15 29 3
18 43 1
17 30 1
40 42 1
2 25 1
12 47 2
11 51 2
10 51 2
16 29 2
12 50 3
40 49 3
25 48 3
9 11 1
4 39 1
21 30 2
19 21 3
49 53 3
42 50 3
4 6 2
12 13 2
20 43 1
9 38 3
36 40 2
18 42 3
14 21 3
1 31 2
32 49 3
9 32 2
30 38 1
2 7 1
7 33 3
30 49 3
16 45 3
23 40 2
25 31 2
11 35 2
17 29 1
27 47 3
32 36 3
27 50 2
11 32 2
18 31 3
38 46 2
34 42 1
9 29 2
6 28 3
1 46 1
30 39 1
51 54 3
38 48 1
28 45 2
31 38 3
18 54 2
13 25 1
9 14 2
23 24 3
8 43 1
33 49 2
6 16 3
40 48 3
17 38 3
18 21 1
5 24 2
21 49 2
13 14 1
35 49 3
19 32 2
50 52 1
27 40 2
2 33 3
9 49 3
34 35 2
4 5 2
25 49 1
38 51 2
45 48 1
11 44 1
18 51 3
17 39 3
27 34 3
43 48 2
6 54 2
35 36 1
12 41 2
4 13 1
11 47 1
24 36 1
42 54 2
38 42 3
2 3 2
4 29 3
7 52 1
45 8
12 35 3
9 22 3
12 32 1
10 33 3
11 28 2
13 41 2
4 13 3
25 44 3
46 134
13 27 3
11 46 2
14 43 1
2 46 1
3 18 1
17 31 2
6 17 3
9 22 1
14 25 1
16 38 1
20 37 1
14 46 1
21 27 2
26 37 1
22 26 1
15 33 2
38 45 1
17 45 2
32 42 3
9 26 3
27 33 3
8 39 3
16 33 3
5 9 3
4 7 2
3 22 3
1 5 2
11 40 2
11 17 3
18 29 1
17 42 2
16 41 2
27 29 1
15 35 2
23 36 1
7 36 1
16 31 3
1 7 3
10 34 2
4 34 2
3 27 2
8 41 3
13 22 3
11 30 3
16 35 1
12 37 1
15 26 1
5 43 2
28 29 1
3 45 1
21 30 3
6 33 1
14 27 1
4 40 3
38 44 3
29 37 3
25 42 1
41 43 3
7 13 3
19 20 2
17 19 2
17 37 3
5 26 2
34 45 3
42 46 2
36 39 1
3 35 2
6 10 3
34 39 2
18 28 3
4 12 1
23 33 3
2 19 3
16 24 3
33 39 2
22 34 1
1 22 2
7 8 2
13 36 1
4 18 1
13 35 1
8 14 2
2 5 1
21 44 2
13 32 1
12 18 1
9 34 2
31 40 1
14 33 3
27 41 2
15 40 3
8 17 2
24 25 3
15 39 1
29 46 2
14 26 3
20 31 1
43 45 1
21 29 1
13 28 1
27 44 2
12 21 2
6 7 3
29 36 1
21 25 1
15 37 1
45 46 1
35 37 1
10 28 3
10 32 1
17 28 2
39 42 1
6 46 1
10 41 3
14 28 2
1 37 2
7 24 2
5 21 1
22 45 3
14 20 1
19 27 3
25 43 2
16 29 1
8 44 1
14 21 3
5 29 1
9 30 2
27 46 1
18 38 3
19 22 2
4 19 3
24 30 1
6 28 2
15 19 3
83 24
43 80 2
18 69 3
13 82 3
12 79 1
16 25 1
25 79 1
33 49 3
28 73 2
36 71 1
19 41 3
26 64 1
44 70 2
55 75 1
54 55 1
32 51 3
68 80 3
63 70 3
5 66 3
52 75 1
3 5 3
25 63 1
4 38 2
40 50 3
11 33 3
99 164
12 17 3
2 19 1
77 78 2
50 81 1
4 9 2
36 56 2
21 76 1
43 71 2
34 98 1
42 87 3
87 96 2
39 49 2
3 76 2
28 87 2
18 38 1
4 44 3
33 51 3
47 68 3
92 94 2
63 80 3
16 38 3
31 41 1
78 82 2
86 95 1
36 83 1
45 96 1
56 97 3
13 20 1
16 89 2
16 40 2
9 15 1
22 72 3
76 91 1
60 78 3
10 79 3
12 42 3
22 55 3
38 79 3
42 71 3
45 92 2
1 93 2
44 55 2
56 87 3
2 79 1
24 98 3
55 90 3
23 96 3
2 8 3
8 90 3
78 97 3
45 79 2
28 91 3
5 87 3
36 64 3
53 90 3
3 93 3
67 71 3
11 68 3
41 58 3
49 51 3
50 67 2
27 68 2
47 89 2
67 81 2
66 91 2
54 56 1
48 65 1
46 87 1
93 99 3
51 85 3
