100
40 39
2 37 746
5 37 734
24 4 -746
1 31 -230
37 30 -663
2 16 -915
20 18 258
12 34 -571
22 0 -837
11 6 919
27 2 -904
12 33 -743
7 9 -562
22 3 324
11 27 -123
26 34 -172
32 11 -342
33 13 -342
13 25 -1
20 31 -798
29 28 -527
30 23 986
26 25 752
33 8 170
7 34 975
26 5 25
32 17 415
25 37 641
4 10 134
1 36 -474
25 24 -237
21 8 -978
3 35 -485
0 5 218
0 23 -988
36 3 -213
27 36 -807
34 21 273
12 32 -89
30 16 -976
7 5 867
20 6 974
14 2 -131
28 33 -561
6 30 -876
5 3 -809
19 24 -812
25 18 957
37 9 970
3 27 288
7 11 441
22 6 -857
30 6 696
25 22 729
33 6 253
35 17 -972
27 24 863
35 37 -49
26 32 -189
13 30 136
8 21 -342
37 19 969
22 33 -157
33 14 -394
18 26 751
5 4
2 1 -269
3 2 -531
4 3 560
0 1 552
47 264
23 5 -373
16 23 890
39 16 -121
30 39 948
14 16 -155
0 14 -9
37 30 -129
8 23 -735
41 30 793
40 0 817
6 40 -466
43 16 767
34 39 540
18 23 -391
1 16 654
44 41 -382
46 0 -350
20 14 -224
36 18 -478
45 14 -771
28 16 754
25 23 218
15 25 -626
33 40 472
19 33 -803
13 40 775
9 6 676
31 25 -704
17 30 471
11 5 -316
27 0 -773
38 30 -810
24 25 -488
32 28 -140
26 45 -949
7 37 -777
21 17 -458
35 19 -850
10 33 227
29 27 985
42 46 808
4 10 -584
3 8 -375
2 21 111
12 23 190
22 45 185
14 40 -164
8 31 883
15 22 722
32 3 -333
18 40 -636
15 24 -43
20 15 90
1 34 955
24 45 -777
27 9 -295
0 8 734
45 29 796
26 37 455
8 16 -526
35 3 555
23 21 621
2 22 -309
27 15 -369
24 23 -408
6 1 -868
3 29 412
44 17 464
3 5 -791
16 0 136
15 4 581
19 35 -756
43 21 64
14 1 -997
37 24 84
29 12 999
40 25 -792
5 21 -602
6 11 -527
35 21 741
25 17 430
33 9 -424
7 27 -408
20 11 -799
18 16 -890
13 38 7
13 5 315
6 41 360
6 10 -412
3 34 558
34 21 -464
14 31 -415
35 36 737
9 30 789
19 17 991
41 10 198
11 30 6
1 17 -395
0 9 1
12 43 -8
30 38 171
3 25 -406
18 33 90
35 0 -428
34 42 -352
11 18 591
41 18 571
25 37 -147
15 28 -859
0 4 -687
16 41 -829
43 26 -58
0 1 -497
17 43 940
20 19 -482
27 22 704
25 4 -551
39 36 -419
15 1 -829
13 11 -889
4 41 -570
4 28 243
33 30 333
20 5 -711
34 28 173
14 12 511
13 41 -174
22 0 775
0 30 -583
3 26 313
9 13 -364
14 6 698
23 4 855
31 0 -8
22 42 919
8 42 -906
32 10 848
37 39 330
21 10 -961
36 7 243
19 23 -233
44 7 -945
16 15 -596
3 22 -838
0 11 855
23 19 646
25 7 3
45 40 577
36 46 -764
38 46 -627
44 12 -731
14 32 -569
35 20 175
26 44 -704
27 31 -240
34 10 -940
2 4 -919
34 19 -429
0 5 -754
32 35 -451
27 14 568
41 6 -350
4 34 -241
6 22 737
9 31 -911
15 9 368
13 24 178
36 41 -305
24 8 -54
44 10 -532
36 27 -602
26 39 -617
33 13 -691
36 0 643
2 29 689
1 25 -22
27 23 304
3 46 -567
33 20 677
37 29 534
38 14 412
2 34 -197
12 30 275
12 36 461
38 15 292
29 35 804
34 17 -133
46 29 -664
37 31 129
4 9 -791
25 6 3
35 7 -112
6 28 888
35 2 463
35 18 966
12 4 -932
17 21 82
33 39 -941
30 24 -485
24 35 744
12 33 599
41 21 -525
29 4 -648
18 11 -664
9 44 -604
21 45 -542
16 37 -876
7 0 11
4 18 667
14 41 960
37 26 -557
20 39 257
45 39 -670
42 33 -634
43 30 -80
32 38 -50
7 35 898
16 11 835
1 28 -797
35 43 857
1 5 761
9 41 216
23 30 -332
12 17 652
46 26 772
26 12 -496
27 1 -381
19 44 361
33 23 -897
5 46 900
37 35 660
4 37 144
18 5 -48
2 5 -493
22 41 -84
28 11 -308
28 5 -891
4 27 -802
5 15 828
23 28 757
10 27 980
11 26 519
9 5 591
42 22 874
23 31 220
44 21 -891
12 37 870
46 23 -637
8 34 862
33 24 -154
44 30 94
24 17 683
26 30 -277
37 33 -725
44 2 -354
22 19 766
29 40 599
41 46 490
12 6 731
0 2 -545
5 35 617
24 31 562
31 7 -467
20 41 -816
49 235
1 2 -384
12 2 298
20 1 -760
21 2 -733
34 2 -414
48 20 565
26 1 -715
19 21 -603
28 20 -110
39 1 -158
30 2 21
43 34 23
10 21 -532
35 30 224
47 48 -247
23 30 -399
13 10 503
14 2 312
33 30 817
8 26 -584
22 2 -855
11 34 -963
6 35 -282
5 14 239
46 10 520
32 26 388
42 13 -663
44 46 743
3 42 911
17 1 -139
31 2 14
29 39 932
16 22 508
41 13 288
38 42 958
18 8 -295
45 19 938
40 16 -966
27 43 428
15 39 -652
24 39 -584
37 39 28
9 16 668
25 21 -473
4 10 108
7 5 6
0 45 149
36 42 -828
13 15 -248
25 10 -963
34 36 -915
19 46 -739
39 17 341
40 38 651
43 11 -312
42 24 -34
28 8 -18
23 26 958
26 18 232
8 31 -527
43 10 -236
33 25 630
0 24 -452
7 30 180
26 43 359
1 8 -373
11 46 487
41 42 914
34 38 99
26 33 -15
48 18 -352
26 36 -277
10 47 956
23 46 -517
4 11 -435
2 9 -609
11 4 -258
12 16 387
7 34 483
8 32 101
37 6 -228
26 12 -811
48 45 493
7 0 525
14 10 -894
0 37 -823
10 25 114
19 3 -117
46 11 443
0 1 -785
12 45 -421
30 15 178
19 48 786
25 12 -123
2 40 -764
46 23 234
30 48 301
43 21 856
17 44 106
18 27 -704
28 0 604
48 40 -730
33 38 333
6 27 -345
23 18 -783
45 22 559
19 36 -239
29 46 175
2 31 694
0 8 -450
0 10 508
12 36 889
5 25 -378
11 44 138
13 48 -579
18 32 646
38 31 419
34 21 373
22 8 925
34 1 340
41 16 403
39 13 -497
34 3 47
10 7 -350
38 12 -43
6 33 -563
47 36 497
22 36 -151
17 19 -364
11 28 66
37 11 180
47 39 462
23 41 -752
41 7 402
26 45 75
24 44 80
40 10 383
27 42 761
15 45 -453
11 41 -145
7 39 982
20 44 926
23 40 -939
23 0 590
3 24 803
10 28 923
47 9 -555
38 13 73
24 25 933
4 24 -998
14 4 241
3 13 102
44 26 245
0 19 -500
37 35 -71
21 44 -141
8 15 980
5 23 714
10 33 144
9 37 -849
21 37 137
40 25 -37
32 14 -203
47 10 914
21 45 -481
2 20 479
25 38 -270
36 34 520
12 1 -127
36 32 -443
35 47 290
19 13 -86
37 1 -210
20 17 878
47 18 -205
31 46 471
38 0 841
19 45 889
19 24 -942
16 20 -354
39 48 888
32 0 -900
9 35 660
3 8 -238
39 40 880
36 46 498
27 10 638
10 18 202
16 23 248
27 15 -126
4 47 -272
26 46 -908
15 30 -140
4 28 -696
41 48 -396
27 16 726
38 4 -676
30 19 117
2 0 -904
2 27 -267
18 2 -595
1 25 -900
5 37 -835
37 2 -489
7 11 -632
30 27 -446
12 38 -366
41 17 572
45 5 549
12 9 11
2 45 -424
14 11 321
1 36 137
18 39 124
30 1 562
27 20 347
28 29 -691
38 1 25
28 34 -640
7 4 935
31 17 278
8 46 310
17 35 -261
21 17 43
31 32 983
33 42 70
23 24 830
9 34 -949
21 24 982
30 39 433
48 29 850
4 12 558
46 19 -641
40 5 750
35 31 843
47 286
0 2 134
13 2 221
35 2 303
38 2 408
32 13 778
39 38 603
19 32 606
9 0 -584
25 9 -96
45 35 494
15 38 -501
46 32 353
42 9 -147
14 2 343
10 19 -632
27 38 130
28 15 -4
33 14 -547
7 19 -245
40 39 -438
5 39 298
44 25 -928
16 9 123
20 32 627
4 14 317
43 28 -52
36 15 574
23 16 -18
17 0 602
12 5 83
24 19 -917
31 12 -652
3 20 247
22 5 -610
34 22 -85
1 44 621
8 1 840
30 4 -997
11 44 -500
6 24 -611
21 39 -723
29 33 659
26 22 210
18 32 666
41 34 561
37 29 -911
23 1 -908
2 6 850
26 44 -626
32 35 570
7 32 512
0 7 -354
11 12 885
21 42 -475
6 32 -758
1 3 376
10 0 808
13 41 606
17 33 497
3 34 496
30 37 -309
44 13 798
33 28 627
39 36 -982
43 34 -307
7 40 498
33 6 -199
34 15 497
15 45 416
2 11 -501
13 6 790
25 43 -587
6 25 682
25 18 -231
6 17 -172
32 1 -337
30 0 -440
12 21 461
31 28 -590
13 25 184
38 39 918
0 44 -224
10 33 956
5 33 -431
23 27 -571
34 33 213
15 9 -979
42 1 724
7 34 366
1 42 893
38 7 -553
36 31 719
2 27 900
12 22 872
0 43 101
0 16 -708
11 43 85
23 30 -939
45 8 -421
42 44 -97
40 6 79
39 18 686
15 22 -225
2 18 -649
45 15 50
46 7 761
37 0 -25
21 0 -267
43 18 921
32 23 244
26 28 488
8 12 -365
2 17 -618
45 28 18
43 4 257
21 37 532
38 34 863
45 12 -234
45 22 81
18 35 640
6 46 456
31 8 -788
19 38 -287
29 25 404
11 13 -385
46 33 -973
43 27 -468
29 17 998
26 24 -34
26 20 -662
46 29 762
0 31 -774
26 18 -158
23 3 730
29 44 -969
22 29 -590
40 15 36
11 2 -821
20 2 830
43 38 -616
11 7 746
41 39 -558
7 13 -721
33 34 -587
35 42 188
35 43 730
30 25 -679
2 9 195
3 0 322
22 45 -207
15 42 338
30 10 -835
16 44 -682
44 1 882
10 25 -233
26 6 229
3 24 -124
23 26 164
35 41 646
43 14 30
27 26 879
3 12 199
30 45 532
38 19 -9
27 13 742
22 30 -750
39 34 435
5 9 -466
19 5 237
23 41 209
27 4 842
44 32 -801
16 23 48
6 38 -633
43 25 -605
12 44 661
7 44 -103
26 15 -852
31 11 364
33 19 265
31 1 825
24 0 -687
46 21 391
39 21 138
12 39 163
13 28 313
40 26 987
13 16 -145
33 45 281
41 32 -74
5 43 862
36 27 -155
28 22 419
39 40 456
25 30 -550
19 29 -712
3 10 -581
18 30 190
40 46 -403
42 31 171
27 7 -799
30 43 79
0 40 -26
25 5 267
14 10 577
43 44 -328
36 4 -152
2 26 -96
14 33 445
28 1 154
32 33 877
45 31 286
43 1 182
0 29 813
14 23 -911
38 8 276
38 13 187
34 24 -746
29 9 -269
25 39 -259
8 31 -463
13 27 -107
14 24 52
2 21 -845
29 43 711
5 8 -629
8 24 547
18 21 466
28 46 576
13 33 237
27 43 586
8 5 -108
13 30 983
31 3 576
44 15 945
11 33 7
7 17 -775
45 14 342
35 40 -914
14 12 -583
31 16 -5
17 8 585
8 19 -839
46 44 -190
2 15 592
16 39 -628
25 0 696
7 41 -36
30 11 415
36 2 751
7 8 863
44 37 -579
12 45 404
12 41 -487
39 4 -490
32 6 -286
26 42 -119
4 3 409
44 0 182
9 24 290
21 12 -266
17 16 99
9 32 -121
33 44 -255
22 40 205
9 14 -7
23 7 -454
14 5 652
28 33 -922
39 8 81
24 14 313
17 7 403
28 19 81
35 4 1000
28 12 -23
18 25 999
19 20 -63
20 13 -496
3 46 321
32 11 455
40 4 87
34 36 983
13 7 -782
27 10 880
21 15 192
1 31 -909
6 5
3 2 -42
5 2 72
0 5 -573
1 2 789
4 3 -115
40 116
13 22 -546
19 13 986
15 22 -449
32 19 -310
11 22 -688
38 13 219
28 19 -454
24 32 69
20 38 950
6 20 -437
9 38 -998
31 38 -59
21 38 613
1 28 -922
36 32 -21
25 22 400
37 13 475
0 21 -828
2 6 -65
16 37 317
8 16 472
33 20 552
5 24 -382
30 21 735
26 24 -567
39 8 -632
35 31 -18
7 33 424
29 11 -987
10 22 -412
17 15 -616
18 35 189
4 6 940
14 19 -105
34 19 -577
27 39 -122
12 25 -462
23 2 -954
3 12 -853
7 8 421
33 39 -831
16 7 -703
36 8 -813
2 35 -643
16 1 -129
6 32 -625
6 34 -107
13 30 40
26 27 -453
6 2 141
13 28 -223
12 20 708
19 22 -556
22 23 -673
14 39 -51
37 29 669
2 33 692
17 8 -921
31 3 -584
13 9 599
18 15 -967
6 5 772
12 27 -173
16 19 -178
34 32 -621
1 32 421
19 30 -861
21 19 -239
7 9 -858
12 19 275
25 0 -195
15 36 -570
8 21 -19
24 5 757
10 16 -970
32 15 -883
15 3 262
10 29 -802
29 6 -346
21 10 976
7 19 -112
23 27 775
2 34 -317
21 17 -453
7 13 77
4 8 320
4 21 -370
35 19 763
26 4 -446
23 30 658
16 25 47
6 26 659
7 31 401
37 20 897
28 25 402
12 18 373
20 7 547
18 34 -63
9 37 -771
19 31 -186
8 33 114
38 37 -898
11 33 64
10 8 -954
11 26 340
22 38 -378
24 29 567
7 0 363
35 20 455
30 37 -39
21 9 574
23 7 134
22 32 -436
19 36 716
7 32 -391
16 12 -175
17 66
13 3 -875
4 3 475
16 13 163
10 13 36
14 4 647
15 3 682
7 10 -229
8 10 -999
5 8 -458
11 13 -529
12 16 372
2 4 -44
9 14 -752
6 8 557
0 8 542
1 14 -855
13 5 -100
10 12 234
3 1 734
1 10 -486
15 16 -258
3 7 -42
8 15 796
12 5 54
13 2 898
8 1 900
6 7 834
0 11 610
8 16 -355
9 1 -783
1 3 -786
6 11 311
5 4 553
12 4 959
4 9 -711
1 9 -89
3 12 388
1 6 391
16 14 -448
5 15 189
15 1 -1000
4 7 129
13 14 534
13 1 686
9 0 -45
10 1 -199
15 11 -596
7 16 403
4 11 -290
3 13 -844
15 6 -611
9 11 -93
7 8 581
7 4 286
10 3 40
15 13 -693
4 1 -64
7 15 148
12 1 207
15 12 -149
1 11 -700
16 2 -59
4 6 313
9 15 -930
16 10 -515
14 11 470
24 117
3 20 -624
0 20 25
4 20 -591
16 3 410
15 16 311
2 4 -170
14 15 908
11 20 888
23 0 354
8 4 -556
5 2 -36
12 14 -625
19 16 -385
7 15 -822
9 14 -80
1 20 178
13 3 411
10 15 -112
17 16 -715
18 10 174
21 23 -303
6 8 269
22 7 80
17 7 -811
19 3 653
10 18 -429
19 20 879
5 4 -855
14 22 646
7 4 937
14 18 92
2 22 -967
23 21 14
7 1 -358
1 4 -543
13 20 -116
9 13 -215
0 16 633
20 18 -894
21 0 -990
18 2 -929
7 6 119
0 14 779
12 4 971
8 22 -757
2 18 -354
13 19 712
12 0 -528
21 2 542
2 14 937
18 13 -584
8 18 766
20 13 679
22 2 -65
12 21 572
13 23 556
22 10 -813
5 13 897
9 15 375
7 22 -281
21 13 144
20 23 968
8 23 783
17 15 -988
22 3 -598
7 17 777
19 14 -917
17 22 -730
10 21 -563
2 10 906
9 10 141
11 0 262
11 17 -353
3 0 -873
7 21 -465
3 4 109
1 3 715
0 3 131
18 0 818
6 17 -460
21 17 -662
23 2 17
18 1 689
21 10 -551
15 22 704
1 7 589
16 6 -769
4 17 -366
7 8 139
20 15 279
1 17 797
18 7 -20
15 6 174
8 0 -613
3 16 7
5 19 -803
8 20 19
12 17 246
21 9 -307
21 16 -501
6 18 696
18 11 111
11 18 -270
13 11 -658
11 1 -916
15 14 -323
14 10 -685
15 18 -267
20 0 -905
15 21 -300
7 13 991
10 2 -231
17 5 566
16 18 -973
4 6 -425
5 9 -664
17 21 -541
37 130
34 33 -112
4 34 -83
1 34 763
21 33 966
30 33 94
5 33 345
35 1 -659
7 35 -521
32 30 400
9 1 -832
27 9 281
19 9 -46
20 30 -978
22 35 -618
28 19 -474
15 19 560
18 30 394
0 4 -956
16 33 -399
17 1 -543
24 15 -900
11 17 904
3 19 756
14 27 -28
2 22 396
23 2 -604
25 20 173
29 1 100
36 11 474
12 11 -661
6 12 -381
26 5 165
8 21 97
31 21 -955
13 3 420
10 12 -7
4 3 -527
25 30 -802
15 29 492
35 29 355
31 7 582
23 20 432
9 35 -300
10 20 652
11 5 -656
21 14 -271
1 23 -498
36 35 458
6 3 588
33 18 -48
10 23 554
10 32 -638
21 36 437
18 0 544
25 36 351
8 33 358
34 14 -519
21 30 -528
8 11 720
4 10 867
26 16 65
30 0 12
13 22 -775
24 14 -712
13 24 839
25 32 -757
5 14 308
22 8 -993
25 10 -988
7 16 -641
21 20 325
33 20 53
5 35 -599
21 34 566
6 36 911
31 1 966
6 11 -278
11 14 -397
15 4 -960
8 12 493
31 20 -6
13 36 8
0 21 -540
33 12 158
28 1 -127
12 18 945
35 25 -687
16 32 787
2 19 444
25 4 -922
22 18 -390
29 25 948
6 34 802
6 31 435
18 19 -750
34 15 374
8 10 -594
4 21 -739
36 24 -422
25 21 912
25 26 320
23 4 315
15 1 194
28 22 -964
15 2 468
28 24 -489
31 35 -192
8 32 78
5 6 378
4 6 -286
21 6 232
4 28 341
34 28 689
13 27 492
12 21 -28
29 36 -306
5 0 -576
6 22 -887
25 12 -290
29 6 889
31 24 269
4 35 29
0 13 795
31 30 368
31 16 -553
4 1 -525
26 14 -269
28 15 -377
35 28 -973
29 9 -830
19 20
7 15 -960
11 15 510
8 11 765
5 7 -764
13 8 272
1 5 -562
2 8 657
6 8 807
10 13 109
16 10 -78
9 2 988
14 2 -400
17 14 819
0 1 -671
18 10 642
3 17 86
12 15 -699
4 7 942
7 1 -684
1 0 547
31 100
16 29 358
25 29 -342
20 25 216
8 20 -794
1 8 -829
7 25 -508
4 1 796
5 20 -214
9 25 296
28 7 277
18 8 694
30 4 971
23 7 -893
26 9 -433
22 9 -170
15 30 -972
11 5 977
6 26 -91
13 23 510
3 7 -88
24 23 67
2 8 717
10 13 -400
14 8 -438
27 26 -966
12 9 765
0 15 -955
17 16 593
21 20 -875
19 17 554
2 18 -837
19 14 -597
0 13 336
30 8 -128
14 18 132
2 23 -791
24 3 812
29 22 559
9 26 -418
2 19 156
4 5 395
14 19 357
20 5 -318
16 17 555
17 9 322
15 8 42
25 10 -373
15 22 -78
23 29 -439
7 17 -694
14 27 -244
8 17 -574
2 0 607
1 15 -331
2 17 66
13 18 -680
10 17 -90
13 8 -930
6 11 -273
8 7 -489
2 9 84
30 9 115
3 12 794
24 17 489
11 4 623
20 24 -49
12 24 -957
14 28 375
21 3 29
0 14 -60
6 4 138
13 25 -762
27 25 -661
4 8 -718
21 26 -782
26 25 -895
16 20 -920
21 5 -215
12 1 -449
26 23 437
24 15 -845
5 7 407
18 14 -791
14 3 84
4 18 -83
25 15 -238
24 26 350
5 25 943
21 18 -212
29 11 -222
24 18 -181
2 12 -906
1 18 478
9 8 -241
30 29 574
6 9 -524
28 26 -646
24 14 764
19 11 -298
27 19 594
7 6
5 6 -642
0 5 346
2 5 637
4 2 -176
3 6 997
1 3 879
34 139
12 6 -6
11 12 116
23 12 -99
24 6 701
7 23 -763
18 12 222
14 11 -113
5 6 418
32 14 -514
17 11 709
1 18 -803
22 12 495
10 23 -809
4 7 -312
33 4 592
19 11 -327
13 10 748
16 4 195
3 22 841
15 16 -620
9 19 -247
8 3 -888
30 22 -712
20 23 998
0 15 -809
26 23 251
29 19 -951
21 9 -145
28 13 -710
31 14 906
27 19 813
2 29 706
25 0 -556
10 33 576
22 5 173
18 4 941
0 22 -398
22 23 -369
4 9 -281
33 8 -236
23 15 282
32 10 -425
3 32 -581
15 33 918
4 17 429
28 4 974
13 6 220
3 0 -820
15 12 751
8 2 -20
13 12 -534
33 18 238
20 29 -663
15 23 -265
14 18 969
12 33 -451
10 13 560
20 18 -856
16 15 214
33 2 -757
16 7 777
8 12 622
6 1 652
5 18 -94
25 16 674
16 29 -927
14 20 -946
0 18 990
19 20 512
0 17 532
10 29 744
12 11 415
17 23 706
17 21 217
4 3 321
2 5 -124
20 13 916
9 4 804
14 13 57
15 18 575
17 24 169
15 24 658
11 1 -408
27 32 -585
18 2 162
19 28 -781
21 27 -138
30 10 -868
2 18 782
6 0 -955
9 0 74
2 3 880
21 33 92
1 30 252
23 8 -725
30 3 -941
9 1 -397
26 13 -887
29 18 727
13 4 -214
7 19 607
1 21 790
13 16 -791
14 32 840
27 8 -55
9 13 -418
5 26 -244
16 32 -337
22 19 -561
10 15 231
9 22 604
25 8 109
24 26 170
21 28 737
5 25 683
21 23 695
7 14 794
21 0 -35
16 5 68
18 20 -568
1 4 390
22 10 -336
26 1 946
6 18 -147
21 22 -300
14 29 -870
29 0 715
10 26 340
32 28 723
1 10 41
6 30 197
20 6 895
16 26 670
21 31 -920
27 7 -969
7 5 -251
19 25 55
1 6 -877
13 32 -994
43 52
12 32 -367
18 12 -80
11 12 -30
26 12 770
42 11 -537
21 32 146
9 32 -185
20 21 -171
4 18 -169
15 4 208
5 20 -418
35 15 870
6 5 -119
2 21 717
29 11 205
8 21 -361
17 18 -325
34 9 -693
10 32 10
36 21 -478
41 21 331
37 41 -65
39 12 -603
14 32 -193
30 34 -244
27 5 -573
1 36 -895
22 36 164
40 37 -647
31 37 -273
23 30 -549
28 42 -867
13 18 -109
3 20 -944
25 15 -888
16 3 812
33 6 696
24 34 -873
0 20 -79
19 33 800
38 14 646
7 9 20
40 27 -149
30 38 156
4 38 -72
25 20 319
3 17 -466
12 26 -857
20 3 646
30 10 -142
25 4 -590
38 20 -271
37 201
24 10 -190
3 24 -428
25 24 655
22 3 433
19 10 -165
16 10 -683
13 16 112
29 13 -259
7 13 -610
20 3 396
15 10 847
26 7 509
32 13 951
27 16 -353
34 19 -339
18 15 -912
8 32 -576
36 15 944
2 13 373
6 29 -75
23 3 -355
5 2 981
12 24 599
35 29 745
4 22 766
21 20 -164
33 13 480
0 18 -299
30 8 335
11 0 -990
31 27 -183
1 19 -601
28 27 -346
17 30 -749
9 22 884
14 22 -883
21 29 205
0 10 39
35 31 -269
27 23 -870
9 10 867
8 35 445
14 28 39
33 14 170
18 35 123
24 20 127
11 22 -658
16 23 504
19 29 653
31 22 -356
5 22 135
17 35 523
3 5 -269
29 33 752
25 4 -189
6 32 -37
14 19 -305
2 27 129
6 21 -242
15 33 -821
36 20 144
11 30 -768
23 15 908
0 29 401
1 34 -482
2 26 -240
32 11 227
1 6 -976
34 32 -221
16 13 726
17 18 11
6 11 857
33 21 -419
0 25 879
24 9 925
21 2 149
36 33 958
4 6 -718
28 19 251
29 25 846
21 18 -673
7 11 -685
3 16 358
28 0 -856
24 5 88
27 8 356
15 23 212
0 5 924
20 30 -178
16 12 -206
2 17 780
13 28 250
2 31 168
35 18 513
22 33 -467
10 7 133
23 8 611
19 0 820
33 8 -503
34 1 -756
35 20 -581
36 19 471
10 33 -445
29 35 187
6 25 45
17 31 72
4 1 672
8 4 708
5 34 837
34 15 -942
19 32 421
32 27 -878
10 2 150
35 34 947
23 25 780
16 31 76
19 26 427
31 18 682
25 13 -838
14 16 -824
33 25 438
0 12 920
14 7 -806
31 34 620
8 36 -928
17 36 422
31 16 -889
15 24 771
11 23 -360
0 31 838
3 27 993
20 1 843
35 3 -103
36 29 -943
32 29 645
25 31 548
26 3 -775
17 20 782
25 36 -616
31 15 984
36 14 32
28 15 -838
35 21 147
14 9 415
5 0 296
6 0 379
35 27 972
22 15 -379
28 7 -371
3 6 71
11 3 -678
9 0 491
25 2 496
16 5 6
2 23 -628
0 35 -279
10 4 227
25 20 979
16 17 -659
15 36 344
33 19 -19
3 30 117
11 19 -225
20 12 -218
13 17 777
17 19 -439
7 21 -669
21 31 636
9 13 -11
26 15 461
11 31 877
21 33 -980
6 30 -757
3 32 -570
24 18 129
17 8 80
8 2 -561
11 12 17
9 20 -257
33 26 729
1 26 30
29 34 -992
21 3 -599
6 10 594
6 16 -868
9 28 223
5 36 268
27 19 519
17 23 -455
32 15 -440
31 1 -578
21 9 -593
19 1 -918
14 12 266
7 0 5
15 31 -783
31 33 -878
12 7 -767
16 6 81
20 14 -543
7 16 588
31 166
10 29 626
11 10 891
26 29 613
21 11 -823
14 10 560
12 14 -557
15 11 801
18 10 296
16 18 693
25 12 483
4 18 113
13 18 123
0 25 -433
8 13 -954
17 4 919
20 10 104
23 11 -746
2 8 -815
6 2 -252
27 10 -745
22 11 -331
1 20 -537
9 6 308
7 21 914
24 14 -676
19 4 902
5 29 735
3 29 148
28 13 -94
30 2 -994
25 26 83
20 4 -963
6 19 -597
14 16 10
27 28 622
3 9 902
19 6 211
1 19 -821
16 21 -519
19 24 -285
25 19 -560
28 14 -411
6 27 63
8 23 -894
12 19 143
12 20 506
2 28 517
15 1 34
3 0 -212
19 12 -503
16 3 997
13 17 377
8 25 493
29 8 -446
30 18 149
21 1 98
6 13 -959
21 30 860
12 13 499
23 28 105
15 28 -885
3 6 261
0 5 -234
1 26 -651
12 5 -956
3 24 -615
23 20 -424
24 17 818
10 2 -988
2 5 674
23 8 -378
18 13 321
25 10 510
7 9 -248
22 18 -981
17 15 36
27 22 625
13 26 553
10 6 799
19 17 -458
2 12 27
11 27 117
20 26 332
1 10 990
12 9 673
5 25 -352
11 21 919
4 3 513
19 2 -229
26 12 -837
23 22 547
10 18 -519
23 7 342
4 8 309
20 30 -509
15 29 759
11 5 -641
8 10 530
11 8 126
24 27 -219
23 10 170
10 16 533
15 13 621
3 14 738
21 17 -927
26 22 -713
22 20 -509
28 26 -33
14 3 35
5 14 -166
5 8 682
9 11 961
30 16 -172
1 6 696
12 11 35
7 30 441
14 25 377
5 15 228
12 16 -7
29 4 302
25 21 216
29 14 -42
25 0 -430
30 27 396
23 13 747
20 7 -357
16 13 -644
3 5 -580
22 25 907
2 3 -258
14 21 -24
25 24 -625
30 20 319
1 2 -689
29 22 -653
14 12 626
29 2 -369
2 0 108
25 18 241
13 27 -564
0 16 -250
4 24 -197
7 25 -220
20 21 -243
0 3 675
11 23 700
2 11 -19
27 15 -286
11 14 -204
6 12 -938
19 27 -496
6 20 354
11 18 -43
6 21 -158
27 0 90
6 1 87
7 11 -617
8 4 -754
30 25 -536
2 24 -12
0 27 -480
15 27 -251
28 5 -179
7 8 -463
18 16 -287
12 7 519
35 281
33 25 -93
13 25 -754
19 33 296
11 19 -919
24 13 -628
27 25 -984
17 19 -738
29 25 -982
32 17 -934
3 24 -517
10 33 -256
28 11 -6
8 17 46
15 28 -477
7 10 -169
1 24 743
5 3 -682
12 1 993
2 3 190
0 10 454
34 32 147
21 17 -774
9 7 -753
4 7 -904
30 7 834
18 24 -392
16 27 -442
26 9 -984
6 29 -88
23 2 -195
31 8 -58
14 21 327
22 7 -346
20 3 895
28 13 89
26 31 207
12 0 449
9 18 -619
34 27 -595
30 5 -281
22 2 160
23 27 -34
12 3 -238
11 26 822
13 20 876
20 23 933
3 19 -293
12 15 -858
24 28 658
20 11 -639
22 10 -133
9 28 -431
11 18 -831
23 4 -794
30 18 -539
26 1 -679
21 22 480
22 20 544
0 17 129
34 1 196
3 34 19
32 28 -339
20 21 587
8 9 783
3 9 831
24 30 407
13 34 259
29 4 532
22 1 -302
30 33 892
19 12 -813
22 9 217
27 30 978
25 4 281
8 5 479
6 12 645
33 2 247
4 17 -498
7 33 532
10 21 87
21 23 -320
32 29 -142
13 33 -432
2 7 586
2 34 -829
23 6 -407
10 20 669
27 28 -422
29 11 -865
4 18 -350
27 10 21
25 2 216
2 9 800
27 6 -673
20 33 -603
19 25 -93
25 24 -700
18 25 -961
14 9 -787
32 30 856
5 11 -178
16 20 -919
14 8 368
18 23 585
23 9 92
14 17 -581
34 20 -291
4 9 726
34 6 714
13 2 910
20 13 -350
3 27 982
3 6 764
2 20 684
15 23 88
17 34 418
5 16 824
4 8 -847
13 15 334
15 24 -727
30 9 42
33 6 -58
21 11 793
33 26 315
4 34 -934
6 7 573
22 3 142
6 16 226
10 32 660
2 8 -137
24 20 476
6 19 703
2 19 0
20 4 -709
12 30 528
6 3 -422
3 10 21
2 33 -542
10 24 915
10 22 306
34 33 402
1 26 -778
29 30 -236
10 29 896
34 21 -454
9 10 272
31 26 568
12 19 1
14 13 -719
15 0 -869
6 32 -617
11 32 -673
9 1 -422
16 28 340
16 31 622
23 13 -761
11 14 945
18 19 747
27 32 -732
1 29 -575
16 19 697
27 12 612
1 3 -195
14 6 -755
27 31 -487
17 25 916
29 8 772
33 19 522
32 24 832
31 34 343
